Coord	                 ProbeID	Chrom	Start       	End	       miRNA	  Num_Cancers	Cancers	                                                                            Concordance
chr10_117165109_117165110	cg19905856	chr10	117165109	117165110	hsa-mir-3663	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr10_117164448_117164449	cg19998012	chr10	117164448	117164449	hsa-mir-3663	5	TCGA-ESCA;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr21_26962701_26962702	cg20156545	chr21	26962701	26962702	hsa-mir-4759	2	TCGA-ESCA;TCGA-LUAD	All_Hypomethylated
chr3_99876182_99876183	cg20276377	chr3	99876182	99876183	hsa-mir-3921	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr15_96333965_96333966	cg20327163	chr15	96333965	96333966	hsa-mir-1469	2	TCGA-ESCA;TCGA-UCEC	All_Hypermethylated
chr1_3224059_3224060	cg20429350	chr1	3224059	3224060	hsa-mir-4251	2	TCGA-ESCA;TCGA-HNSC	All_Hypomethylated
chr3_49277106_49277107	cg20603260	chr3	49277106	49277107	hsa-mir-4271	5	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr22_22559450_22559451	cg20667684	chr22	22559450	22559451	hsa-mir-5571;hsa-mir-650	8	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr15_96334626_96334627	cg20710266	chr15	96334626	96334627	hsa-mir-1469	3	TCGA-ESCA;TCGA-HNSC;TCGA-UCEC	All_Hypermethylated
chr7_1940481_1940482	cg20777796	chr7	1940481	1940482	hsa-mir-4655	4	TCGA-ESCA;TCGA-KIRC;TCGA-LUAD;TCGA-PAAD	All_Hypomethylated
chr3_50250477_50250478	cg21028562	chr3	50250477	50250478	hsa-mir-5787	5	TCGA-ESCA;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr15_89370192_89370193	cg21065196	chr15	89370192	89370193	hsa-mir-9-3	5	TCGA-ESCA;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr1_44509025_44509026	cg21289461	chr1	44509025	44509026	hsa-mir-5584	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-READ	All_Hypomethylated
chr19_4769194_4769195	cg21300318	chr19	4769194	4769195	hsa-mir-7-3	3	TCGA-ESCA;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr1_77039889_77039890	cg21604970	chr1	77039889	77039890	hsa-mir-7156	4	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-READ	All_Hypomethylated
chr3_99876301_99876302	cg22092811	chr3	99876301	99876302	hsa-mir-3921	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr1_3071350_3071351	cg22122862	chr1	3071350	3071351	hsa-mir-4251	4	TCGA-ESCA;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr19_53696227_53696228	cg22537343	chr19	53696227	53696228	hsa-mir-519b;hsa-mir-526b	2	TCGA-ESCA;TCGA-HNSC	All_Hypomethylated
chr2_25295369_25295370	cg22705918	chr2	25295369	25295370	hsa-mir-1301	4	TCGA-ESCA;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr15_25863654_25863655	cg22797991	chr15	25863654	25863655	hsa-mir-4715	3	TCGA-ESCA;TCGA-HNSC;TCGA-PAAD	All_Hypermethylated
chr14_73747480_73747481	cg22851561	chr14	73747480	73747481	hsa-mir-4505	4	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD	All_Hypermethylated
chr3_35743615_35743616	cg22978384	chr3	35743615	35743616	hsa-mir-128-2	3	TCGA-ESCA;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr15_89837026_89837027	cg23007087	chr15	89837026	89837027	hsa-mir-5009;hsa-mir-5094	2	TCGA-ESCA;TCGA-KIRP	All_Hypomethylated
chr1_3154222_3154223	cg23609682	chr1	3154222	3154223	hsa-mir-4251	4	TCGA-ESCA;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr2_79513182_79513183	cg23699324	chr2	79513182	79513183	hsa-mir-4264;hsa-mir-8080	3	TCGA-ESCA;TCGA-HNSC;TCGA-PAAD	All_Hypermethylated
chr8_2065967_2065968	cg23751024	chr8	2065967	2065968	hsa-mir-7160	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC	All_Hypomethylated
chr7_1940586_1940587	cg23807071	chr7	1940586	1940587	hsa-mir-4655	5	TCGA-ESCA;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD	All_Hypomethylated
chr3_131819877_131819878	cg23951190	chr3	131819877	131819878	hsa-mir-5704	3	TCGA-ESCA;TCGA-HNSC;TCGA-READ	All_Hypomethylated
chr3_159237238_159237239	cg23982461	chr3	159237238	159237239	hsa-mir-3919	4	TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr11_79443309_79443310	cg24104433	chr11	79443309	79443310	hsa-mir-5579;hsa-mir-708	4	TCGA-ESCA;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_122100384_122100385	cg24150623	chr11	122100384	122100385	hsa-let-7a-2;hsa-mir-100;hsa-mir-10526;hsa-mir-125b-1	2	TCGA-ESCA;TCGA-READ	All_Hypermethylated
chr22_41900078_41900079	cg24260710	chr22	41900078	41900079	hsa-mir-33a	2	TCGA-ESCA;TCGA-HNSC	All_Hypermethylated
chr18_13611825_13611826	cg24404630	chr18	13611825	13611826	hsa-mir-4526	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-PRAD	All_Hypermethylated
chr1_44617032_44617033	cg24591770	chr1	44617032	44617033	hsa-mir-5584	3	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC	All_Hypermethylated
chr1_156417623_156417624	cg24627419	chr1	156417623	156417624	hsa-mir-9-1	2	TCGA-ESCA;TCGA-READ	All_Hypomethylated
chr4_10077797_10077798	cg24973591	chr4	10077797	10077798	hsa-mir-3138	4	TCGA-ESCA;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr8_129900049_129900050	cg25020293	chr8	129900049	129900050	hsa-mir-5194	3	TCGA-ESCA;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr5_173290711_173290712	cg25349472	chr5	173290711	173290712	hsa-mir-12118	4	TCGA-ESCA;TCGA-KIRC;TCGA-KIRP;TCGA-PRAD	All_Hypermethylated
chr18_13611401_13611402	cg25374649	chr18	13611401	13611402	hsa-mir-4526	2	TCGA-ESCA;TCGA-PRAD	All_Hypermethylated
chr6_43430708_43430709	cg25545088	chr6	43430708	43430709	hsa-mir-6780b	4	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr8_22231590_22231591	cg26104206	chr8	22231590	22231591	hsa-mir-320a	3	TCGA-ESCA;TCGA-HNSC;TCGA-PRAD	All_Hypermethylated
chr13_87671352_87671353	cg26110710	chr13	87671352	87671353	hsa-mir-4500	3	TCGA-ESCA;TCGA-HNSC;TCGA-PAAD	All_Hypermethylated
chr4_37247239_37247240	cg26351451	chr4	37247239	37247240	hsa-mir-4801	2	TCGA-ESCA;TCGA-LUAD	All_Hypomethylated
chr11_122102336_122102337	cg26363555	chr11	122102336	122102337	hsa-let-7a-2;hsa-mir-100;hsa-mir-10526	5	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-PAAD	All_Hypermethylated
chr14_100827519_100827520	cg26374305	chr14	100827519	100827520	hsa-mir-770;hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	4	TCGA-ESCA;TCGA-PAAD;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr7_44113901_44113902	cg26645494	chr7	44113901	44113902	hsa-mir-4649	2	TCGA-ESCA;TCGA-LUSC	All_Hypomethylated
chr4_10077930_10077931	cg26689780	chr4	10077930	10077931	hsa-mir-3138	3	TCGA-ESCA;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr16_88508835_88508836	cg27631965	chr16	88508835	88508836	hsa-mir-5189	2	TCGA-ESCA;TCGA-KIRP	All_Hypermethylated
chr22_17980880_17980881	cg00227156	chr22	17980880	17980881	hsa-mir-648	3	TCGA-HNSC;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr7_1897218_1897219	cg00236141	chr7	1897218	1897219	hsa-mir-4655	2	TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr8_128149932_128149933	cg00444740	chr8	128149932	128149933	hsa-mir-1208	3	TCGA-HNSC;TCGA-KIRC;TCGA-KIRP	All_Hypomethylated
chr12_53048538_53048539	cg00776080	chr12	53048538	53048539	hsa-mir-6757	3	TCGA-HNSC;TCGA-KIRC;TCGA-KIRP	All_Hypermethylated
chr4_40586536_40586537	cg00802478	chr4	40586536	40586537	hsa-mir-4802	2	TCGA-HNSC;TCGA-KIRP	All_Hypermethylated
chr1_3142703_3142704	cg01047045	chr1	3142703	3142704	hsa-mir-4251	3	TCGA-HNSC;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr2_176601061_176601062	cg01093934	chr2	176601061	176601062	hsa-mir-1246	3	TCGA-HNSC;TCGA-LUAD;TCGA-LUSC	All_Hypomethylated
chr1_207804251_207804252	cg01104277	chr1	207804251	207804252	hsa-mir-29b-2;hsa-mir-29c	2	TCGA-HNSC;TCGA-LUSC	All_Hypermethylated
chr16_56194599_56194600	cg01157070	chr16	56194599	56194600	hsa-mir-3935	2	TCGA-HNSC;TCGA-PAAD	All_Hypermethylated
chr14_102520246_102520247	cg01168390	chr14	102520246	102520247	hsa-mir-4309	4	TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr12_112792260_112792261	cg01257889	chr12	112792260	112792261	hsa-mir-1302-1	5	TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-PAAD	All_Hypermethylated
chr17_48564649_48564650	cg01629240	chr17	48564649	48564650	hsa-mir-10a	6	TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr1_3140207_3140208	cg01647724	chr1	3140207	3140208	hsa-mir-4251	3	TCGA-HNSC;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr7_73717809_73717810	cg01712428	chr7	73717809	73717810	hsa-mir-4284	3	TCGA-HNSC;TCGA-KIRC;TCGA-PAAD	All_Hypomethylated
chr1_228442407_228442408	cg01726982	chr1	228442407	228442408	hsa-mir-4666a	2	TCGA-HNSC;TCGA-LIHC	All_Hypomethylated
chr13_98200680_98200681	cg01811153	chr13	98200680	98200681	hsa-mir-3170	3	TCGA-HNSC;TCGA-KIRC;TCGA-UCEC	All_Hypomethylated
chr16_88502675_88502676	cg01935405	chr16	88502675	88502676	hsa-mir-5189	3	TCGA-HNSC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr17_82230180_82230181	cg01944226	chr17	82230180	82230181	hsa-mir-6787	6	TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD	All_Hypomethylated
chr8_1811649_1811650	cg02000426	chr8	1811649	1811650	hsa-mir-3674	6	TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr3_49805269_49805270	cg02037349	chr3	49805269	49805270	hsa-mir-5193	2	TCGA-HNSC;TCGA-KIRP	All_Hypermethylated
chr6_33290804_33290805	cg02845534	chr6	33290804	33290805	hsa-mir-6834	2	TCGA-HNSC;TCGA-KIRP	All_Hypermethylated
chr7_100094111_100094112	cg02924836	chr7	100094111	100094112	hsa-mir-106b;hsa-mir-25;hsa-mir-93	3	TCGA-HNSC;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr22_17980634_17980635	cg03078520	chr22	17980634	17980635	hsa-mir-648	2	TCGA-HNSC;TCGA-KIRP	All_Hypermethylated
chr16_88484856_88484857	cg03080043	chr16	88484856	88484857	hsa-mir-5189	5	TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypomethylated
chr6_158730541_158730542	cg03129962	chr6	158730541	158730542	hsa-mir-3918	2	TCGA-HNSC;TCGA-KIRP	All_Hypomethylated
chr1_3288979_3288980	cg03401034	chr1	3288979	3288980	hsa-mir-4251	3	TCGA-HNSC;TCGA-LUSC;TCGA-PRAD	All_Hypomethylated
chr19_35329278_35329279	cg03574571	chr19	35329278	35329279	hsa-mir-5196	3	TCGA-HNSC;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr11_122100017_122100018	cg03891346	chr11	122100017	122100018	hsa-let-7a-2;hsa-mir-100;hsa-mir-10526;hsa-mir-125b-1	5	TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-PRAD	All_Hypermethylated
chr1_243407469_243407470	cg04077692	chr1	243407469	243407470	hsa-mir-4677	2	TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr1_243488226_243488227	cg04164924	chr1	243488226	243488227	hsa-mir-4677	2	TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr5_100903279_100903280	cg04380513	chr5	100903279	100903280	hsa-mir-548p	4	TCGA-HNSC;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr16_87830985_87830986	cg04481596	chr16	87830985	87830986	hsa-mir-6775	2	TCGA-HNSC;TCGA-KIRP	All_Hypermethylated
chr12_54028455_54028456	cg04576672	chr12	54028455	54028456	hsa-mir-615	3	TCGA-HNSC;TCGA-KIRP;TCGA-LUSC	All_Hypermethylated
chr19_35310312_35310313	cg04690840	chr19	35310312	35310313	hsa-mir-5196	3	TCGA-HNSC;TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr7_2300142_2300143	cg04690998	chr7	2300142	2300143	hsa-mir-6836	2	TCGA-HNSC;TCGA-KIRP	All_Hypermethylated
chr6_31616446_31616447	cg04812347	chr6	31616446	31616447	hsa-mir-6832	2	TCGA-HNSC;TCGA-KIRC	All_Hypomethylated
chr1_207822974_207822975	cg04845871	chr1	207822974	207822975	hsa-mir-29b-2;hsa-mir-29c	2	TCGA-HNSC;TCGA-UCEC	All_Hypermethylated
chr5_10455303_10455304	cg05195266	chr5	10455303	10455304	hsa-mir-6131	3	TCGA-HNSC;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr6_33290646_33290647	cg05240178	chr6	33290646	33290647	hsa-mir-6834	2	TCGA-HNSC;TCGA-KIRP	All_Hypermethylated
chr22_45201154_45201155	cg05345310	chr22	45201154	45201155	hsa-mir-1249	3	TCGA-HNSC;TCGA-LUSC;TCGA-PAAD	All_Hypomethylated
chr10_117168514_117168515	cg05372730	chr10	117168514	117168515	hsa-mir-3663	3	TCGA-HNSC;TCGA-LUAD;TCGA-PAAD	All_Hypermethylated
chr10_29545272_29545273	cg05559808	chr10	29545272	29545273	hsa-mir-604	4	TCGA-HNSC;TCGA-KIRP;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr15_25850617_25850618	cg05626764	chr15	25850617	25850618	hsa-mir-4715	4	TCGA-HNSC;TCGA-LIHC;TCGA-PAAD;TCGA-PRAD	All_Hypermethylated
chr2_225009792_225009793	cg05629278	chr2	225009792	225009793	hsa-mir-4439	2	TCGA-HNSC;TCGA-READ	All_Hypomethylated
chr10_98395069_98395070	cg05815419	chr10	98395069	98395070	hsa-mir-1287	2	TCGA-HNSC;TCGA-LUSC	All_Hypermethylated
chr16_88502860_88502861	cg05854207	chr16	88502860	88502861	hsa-mir-5189	4	TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr19_49501368_49501369	cg05880105	chr19	49501368	49501369	hsa-mir-150	3	TCGA-HNSC;TCGA-KIRC;TCGA-PAAD	All_Hypomethylated
chr16_87830250_87830251	cg06071246	chr16	87830250	87830251	hsa-mir-6775	2	TCGA-HNSC;TCGA-KIRC	All_Hypermethylated
chr1_228422736_228422737	cg06201672	chr1	228422736	228422737	hsa-mir-4666a	3	TCGA-HNSC;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr12_53047798_53047799	cg06311778	chr12	53047798	53047799	hsa-mir-6757	3	TCGA-HNSC;TCGA-LIHC;TCGA-PRAD	All_Hypermethylated
chr11_43580450_43580451	cg06372015	chr11	43580450	43580451	hsa-mir-129-2	2	TCGA-HNSC;TCGA-PRAD	All_Hypermethylated
chr13_98223106_98223107	cg06455422	chr13	98223106	98223107	hsa-mir-3170	2	TCGA-HNSC;TCGA-UCEC	All_Hypomethylated
chr16_81645302_81645303	cg06473941	chr16	81645302	81645303	hsa-mir-6504	2	TCGA-HNSC;TCGA-UCEC	All_Hypermethylated
chr2_240455896_240455897	cg06591185	chr2	240455896	240455897	hsa-mir-149	4	TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUSC	All_Hypermethylated
chr1_153689754_153689755	cg06632821	chr1	153689754	153689755	hsa-mir-8083	2	TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr16_87830206_87830207	cg06770731	chr16	87830206	87830207	hsa-mir-6775	2	TCGA-HNSC;TCGA-KIRC	All_Hypermethylated
chr1_155980048_155980049	cg06869171	chr1	155980048	155980049	hsa-mir-6738	4	TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr16_88478932_88478933	cg06928887	chr16	88478932	88478933	hsa-mir-5189	4	TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr14_59633097_59633098	cg07017562	chr14	59633097	59633098	hsa-mir-5586	2	TCGA-HNSC;TCGA-UCEC	All_Hypomethylated
chr10_117165248_117165249	cg07222309	chr10	117165248	117165249	hsa-mir-3663	3	TCGA-HNSC;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr11_45716603_45716604	cg07256797	chr11	45716603	45716604	hsa-mir-7154	4	TCGA-HNSC;TCGA-LUAD;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr14_100853189_100853190	cg07460524	chr14	100853189	100853190	hsa-mir-770;hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	5	TCGA-HNSC;TCGA-LUAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr7_132877748_132877749	cg07486100	chr7	132877748	132877749	hsa-mir-3654	2	TCGA-HNSC;TCGA-PRAD	All_Hypermethylated
chr3_171024305_171024306	cg07649206	chr3	171024305	171024306	hsa-mir-569	2	TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr11_122101246_122101247	cg07685357	chr11	122101246	122101247	hsa-let-7a-2;hsa-mir-100;hsa-mir-10526;hsa-mir-125b-1	3	TCGA-HNSC;TCGA-KIRC;TCGA-KIRP	All_Hypermethylated
chr13_20521573_20521574	cg07879785	chr13	20521573	20521574	hsa-mir-4499	3	TCGA-HNSC;TCGA-KIRP;TCGA-UCEC	All_Hypomethylated
chr14_101065066_101065067	cg07918453	chr14	101065066	101065067	hsa-mir-369;hsa-mir-409;hsa-mir-410;hsa-mir-412;hsa-mir-541;hsa-mir-656	2	TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr19_2542839_2542840	cg08134671	chr19	2542839	2542840	hsa-mir-7850	3	TCGA-HNSC;TCGA-PAAD;TCGA-PRAD	All_Hypomethylated
chr15_64762118_64762119	cg08209769	chr15	64762118	64762119	hsa-mir-1272	2	TCGA-HNSC;TCGA-KIRC	All_Hypomethylated
chr22_45201093_45201094	cg08378742	chr22	45201093	45201094	hsa-mir-1249	3	TCGA-HNSC;TCGA-LUSC;TCGA-PAAD	All_Hypomethylated
chr16_88485014_88485015	cg08466082	chr16	88485014	88485015	hsa-mir-5189	4	TCGA-HNSC;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypomethylated
chr12_80937678_80937679	cg08480223	chr12	80937678	80937679	hsa-mir-617;hsa-mir-618	3	TCGA-HNSC;TCGA-LUAD;TCGA-PAAD	All_Hypermethylated
chr5_17146470_17146471	cg08611472	chr5	17146470	17146471	hsa-mir-10522	3	TCGA-HNSC;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr11_1868974_1868975	cg08687540	chr11	1868974	1868975	hsa-mir-4298;hsa-mir-7847	6	TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD	All_Hypomethylated
chr17_15261310_15261311	cg08794157	chr17	15261310	15261311	hsa-mir-4731	2	TCGA-HNSC;TCGA-PRAD	All_Hypermethylated
chr11_79413527_79413528	cg08794954	chr11	79413527	79413528	hsa-mir-5579;hsa-mir-708	2	TCGA-HNSC;TCGA-KIRP	All_Hypomethylated
chr19_45444763_45444764	cg08865365	chr19	45444763	45444764	hsa-mir-6088	2	TCGA-HNSC;TCGA-LUSC	All_Hypermethylated
chr17_48723722_48723723	cg08886727	chr17	48723722	48723723	hsa-mir-3185	5	TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr1_192642162_192642163	cg08932474	chr1	192642162	192642163	hsa-mir-4426	3	TCGA-HNSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr14_101059803_101059804	cg09213165	chr14	101059803	101059804	hsa-mir-154	6	TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD	All_Hypomethylated
chr17_48723952_48723953	cg09302903	chr17	48723952	48723953	hsa-mir-3185	2	TCGA-HNSC;TCGA-LUSC	All_Hypermethylated
chr16_87831220_87831221	cg09618385	chr16	87831220	87831221	hsa-mir-6775	4	TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr1_228425506_228425507	cg09802627	chr1	228425506	228425507	hsa-mir-4666a	2	TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr17_28861419_28861420	cg09805692	chr17	28861419	28861420	hsa-mir-144;hsa-mir-451a;hsa-mir-4732;hsa-mir-451b	2	TCGA-HNSC;TCGA-UCEC	All_Hypermethylated
chr10_117168501_117168502	cg09848096	chr10	117168501	117168502	hsa-mir-3663	3	TCGA-HNSC;TCGA-LUAD;TCGA-PAAD	All_Hypermethylated
chr16_81651519_81651520	cg09963814	chr16	81651519	81651520	hsa-mir-6504	5	TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr17_82230010_82230011	cg10183885	chr17	82230010	82230011	hsa-mir-6787	7	TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypomethylated
chr16_82936847_82936848	cg10495227	chr16	82936847	82936848	hsa-mir-3182	3	TCGA-HNSC;TCGA-LUAD;TCGA-READ	All_Hypomethylated
chr11_47394936_47394937	cg10511890	chr11	47394936	47394937	hsa-mir-4487	2	TCGA-HNSC;TCGA-KIRC	All_Hypomethylated
chr17_58331667_58331668	cg10530767	chr17	58331667	58331668	hsa-mir-4736;hsa-mir-142	2	TCGA-HNSC;TCGA-KIRC	All_Hypomethylated
chr14_100830912_100830913	cg11035687	chr14	100830912	100830913	hsa-mir-770;hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	4	TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr8_127819835_127819836	cg11146550	chr8	127819835	127819836	hsa-mir-1205;hsa-mir-1206;hsa-mir-1207;hsa-mir-1204	2	TCGA-HNSC;TCGA-UCEC	All_Hypermethylated
chr3_124157868_124157869	cg11148677	chr3	124157868	124157869	hsa-mir-5002	2	TCGA-HNSC;TCGA-READ	All_Hypomethylated
chr10_51083475_51083476	cg11229663	chr10	51083475	51083476	hsa-mir-605	3	TCGA-HNSC;TCGA-LUAD;TCGA-PRAD	All_Hypomethylated
chr13_98239979_98239980	cg11607604	chr13	98239979	98239980	hsa-mir-3170	3	TCGA-HNSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr20_62065018_62065019	cg11675492	chr20	62065018	62065019	hsa-mir-3195	2	TCGA-HNSC;TCGA-UCEC	All_Hypermethylated
chr6_151021770_151021771	cg11744021	chr6	151021770	151021771	hsa-mir-12131	2	TCGA-HNSC;TCGA-KIRP	All_Hypermethylated
chr12_54028663_54028664	cg11941633	chr12	54028663	54028664	hsa-mir-615	4	TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr12_54028343_54028344	cg12232783	chr12	54028343	54028344	hsa-mir-615	2	TCGA-HNSC;TCGA-KIRP	All_Hypermethylated
chr18_48543475_48543476	cg12419932	chr18	48543475	48543476	hsa-mir-4743	2	TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr4_39447033_39447034	cg12523932	chr4	39447033	39447034	hsa-mir-5591	2	TCGA-HNSC;TCGA-LUSC	All_Hypermethylated
chr17_82667090_82667091	cg12564108	chr17	82667090	82667091	hsa-mir-4525	2	TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr7_36919751_36919752	cg12570246	chr7	36919751	36919752	hsa-mir-1200	2	TCGA-HNSC;TCGA-PAAD	All_Hypomethylated
chr15_79283874_79283875	cg12628659	chr15	79283874	79283875	hsa-mir-184	3	TCGA-HNSC;TCGA-LUAD;TCGA-READ	All_Hypermethylated
chr17_4969308_4969309	cg12815142	chr17	4969308	4969309	hsa-mir-6864;hsa-mir-6865	5	TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-PAAD	All_Hypomethylated
chr8_144461504_144461505	cg13071208	chr8	144461504	144461505	hsa-mir-10400	7	TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr19_12668559_12668560	cg13086467	chr19	12668559	12668560	hsa-mir-10395	2	TCGA-HNSC;TCGA-KIRP	All_Hypermethylated
chr2_240455764_240455765	cg13232118	chr2	240455764	240455765	hsa-mir-149	3	TCGA-HNSC;TCGA-KIRP;TCGA-LUSC	All_Hypermethylated
chr20_62064348_62064349	cg13374901	chr20	62064348	62064349	hsa-mir-3195	2	TCGA-HNSC;TCGA-KIRC	All_Hypermethylated
chr8_27604996_27604997	cg13620439	chr8	27604996	27604997	hsa-mir-6843	2	TCGA-HNSC;TCGA-LUAD	All_Hypomethylated
chr4_39447355_39447356	cg13732582	chr4	39447355	39447356	hsa-mir-5591	5	TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr22_45201099_45201100	cg13766329	chr22	45201099	45201100	hsa-mir-1249	3	TCGA-HNSC;TCGA-LUSC;TCGA-PAAD	All_Hypomethylated
chr17_48578362_48578363	cg13789775	chr17	48578362	48578363	hsa-mir-10a	4	TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD	All_Hypermethylated
